account_id,industry,plan_tier,churn_flag,monetary,recency_days,frequency,recency_score,frequency_score,monetary_score
A-54ecc2,Cybersecurity,Enterprise,False,5572,22,56,2,4,5
A-0f6450,FinTech,Pro,True,5572,53,54,1,3,5
A-118d55,Cybersecurity,Basic,False,5771,1,60,5,4,5
A-202b67,HealthTech,Pro,False,5771,3,46,5,3,5
A-7df7a7,DevTools,Basic,True,5970,12,91,3,5,5
A-37f969,HealthTech,Enterprise,False,5970,6,32,4,1,5
A-aa9511,DevTools,Pro,False,5970,0,65,5,5,5
A-3f9cc0,HealthTech,Basic,False,5970,11,42,3,2,5
A-50f3f7,HealthTech,Basic,True,6169,3,72,5,5,5
A-794a0b,HealthTech,Basic,False,6169,11,38,3,2,5
A-118f1c,Cybersecurity,Pro,False,6368,87,38,1,2,5
A-94c3cd,FinTech,Enterprise,False,6368,20,31,2,1,5
A-956988,EdTech,Enterprise,False,6368,7,70,4,5,5
A-d26ab4,DevTools,Basic,True,6567,22,46,2,3,5
A-7f8241,EdTech,Pro,True,6766,10,77,3,5,5
A-e61e98,FinTech,Enterprise,True,6766,4,56,4,4,5
A-2d4502,FinTech,Basic,False,6766,24,47,1,3,5
A-86902e,HealthTech,Enterprise,False,6766,19,63,2,4,5
A-068fc6,EdTech,Enterprise,False,6965,2,59,5,4,5
A-de58ca,HealthTech,Enterprise,False,7164,10,49,3,3,5
A-84ebe4,FinTech,Pro,True,7164,15,42,2,2,5
A-bd4708,FinTech,Pro,False,7363,1,64,5,4,5
A-9174e0,Cybersecurity,Basic,False,7363,2,69,5,5,5
A-726cfa,DevTools,Pro,False,7562,5,98,4,5,5
A-9779ad,Cybersecurity,Pro,True,7960,11,43,3,2,5
A-cbbe12,Cybersecurity,Enterprise,False,7960,29,22,1,1,5
A-b44e3e,Cybersecurity,Basic,False,7960,32,38,1,2,5
A-39ddf4,EdTech,Enterprise,False,7960,16,46,2,3,5
A-e4144b,EdTech,Pro,False,8159,8,43,4,2,5
A-82861f,DevTools,Basic,False,8159,25,50,1,3,5
A-8b0451,FinTech,Enterprise,False,8159,0,60,5,4,5
A-91e948,EdTech,Basic,False,8159,5,40,4,2,5
A-993085,HealthTech,Basic,False,8358,11,70,3,5,5
A-526d93,HealthTech,Basic,False,8557,9,56,3,4,5
A-e7a1e2,Cybersecurity,Enterprise,False,8756,10,68,3,5,5
A-e89151,FinTech,Pro,True,8756,1,58,5,4,5
A-e43bf7,Cybersecurity,Pro,False,8756,23,40,2,2,5
A-0cc442,EdTech,Basic,False,8955,11,77,3,5,5
A-f5641b,EdTech,Pro,False,8955,20,39,2,2,5
A-716841,FinTech,Pro,False,8955,11,34,3,1,5
A-271f46,DevTools,Pro,True,9154,11,38,3,2,5
A-35083d,HealthTech,Basic,True,9751,2,72,5,5,5
A-3793ee,Cybersecurity,Enterprise,False,9751,12,38,3,2,5
A-883b7d,Cybersecurity,Basic,False,9950,1,66,5,5,5
A-9b9fe9,EdTech,Basic,False,9950,16,58,2,4,5
A-20736a,EdTech,Enterprise,False,9950,2,42,5,2,5
A-dec005,HealthTech,Pro,False,10746,4,51,4,3,5
A-e693b6,FinTech,Enterprise,True,10945,0,61,5,4,5
A-503d5a,FinTech,Enterprise,True,11144,16,59,2,4,5
A-9badbd,Cybersecurity,Enterprise,False,11741,6,70,4,5,5
A-855a48,EdTech,Pro,False,11940,42,44,1,2,5
A-158f4e,FinTech,Enterprise,False,12139,39,49,1,3,5
A-1f7acb,FinTech,Basic,False,12736,18,53,2,3,5
A-0651a4,HealthTech,Pro,False,12935,15,69,2,5,5
A-d792a6,DevTools,Enterprise,False,12935,0,68,5,5,5
A-7920cc,Cybersecurity,Pro,False,13731,11,62,3,4,5
A-7e0a10,FinTech,Enterprise,False,13930,17,50,2,3,5
A-afa505,DevTools,Basic,False,13930,1,51,5,3,5
A-09316c,FinTech,Enterprise,False,13930,4,54,4,3,5
A-c58f49,EdTech,Enterprise,False,13930,22,38,2,2,5
A-5c046d,EdTech,Basic,False,18507,14,46,3,3,5
A-1f0636,EdTech,Pro,False,20895,2,68,5,5,5
A-ce550d,HealthTech,Enterprise,True,21691,8,58,4,4,5
A-d4e0d4,FinTech,Basic,False,23283,27,49,1,3,5
A-56962b,EdTech,Enterprise,False,32437,41,29,1,1,5
A-c70870,Cybersecurity,Basic,False,33830,0,34,5,1,5
